n,rels
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Rounding Method"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.487830000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""\""Round\"""",path: [""Int Details"", ""Credit Interest Parameters"", ""Rounding Method""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Round\"",\""title\"":\""Rounding Method\"",\""type\"":\""string\"",\""enum\"":[\""Raise\"",\""Cutoff\"",\""Round\""],\""$id\"":\""https://fyndna.com/RoundingMethod.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Rounding Method_FC"",validations: ""Any one value should be selected"",id: ""c1e8ef30-587f-4f47-9e4f-0724dd5f529d"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:27.045676000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Raise\"",\""Cutoff\"",\""Round\""]"",name: ""Rounding Method""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Nearest Amount to
Round"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.491205000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""100"",path: [""Int Details"", ""Credit Interest Parameters"", ""Nearest Amount to
Round""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":100,\""title\"":\""Nearest Amount to\nRound\"",\""type\"":\""number\"",\""enum\"":[1,10,100,1000],\""$id\"":\""https://fyndna.com/NearestAmounttoRound.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Nearest Amount to
Round_FC"",validations: ""Any one value should be selected"",id: ""7e9a9b5e-996a-45cd-b7c2-e63bcca84d3f"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:27.051453000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[1,10,100,1000]"",name: ""Nearest Amount to
Round""})",[]
"(:SECTION:Element {path: [""Service Charges""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Service Charges"",updatedOn: ""2023-11-09T09:43:08.897059000Z"",id: ""b0724dbe-c5de-4fd1-abd8-ca95bd2445c2"",type: ""SECTION"",createdOn: ""2023-11-09T09:42:54.938847000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:SECTION:Element {path: [""Service Charges"", ""Service Charges""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Service Charges"",updatedOn: ""2023-11-09T09:43:08.901509000Z"",id: ""20d2a2a9-bf5e-417a-85ee-8e5925b98d05"",type: ""SECTION"",createdOn: ""2023-11-09T09:42:54.945461000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""SC Package Definition"",attributeDetails.attributeDetails.globalFieldName: ""Service Charge Package"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.951602000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""CASA Package\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Service Charges"", ""Service Charges"", ""Service Charge Package""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""CASA Package\"",\""title\"":\""Service Charge Package\"",\""type\"":\""string\"",\""$id\"":\""https://fyndna.com/ServiceChargePackage.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Service Charge Package_FC"",validations: ""Any one value should be selected"",id: ""c9a6e4d0-2428-44dc-a342-01afff3f18e8"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:27.056923000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Service Charge Package""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""No Cheques for SC"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.957016000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""3"",path: [""Service Charges"", ""Service Charges"", ""No Cheques for SC""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":3,\""title\"":\""No Cheques for SC\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/NoChequesforSC.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""No Cheques for SC_FC"",validations: ""Maximum number of cheques should be three digit"",id: ""796b4780-566f-4fb2-bdb5-35a33a82aaf9"",attributeDetails.attributeDetails.size: [3],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:27.062577000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""No Cheques for SC""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Days from A/c Open for Main.SC"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.961884000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""0"",path: [""Service Charges"", ""Service Charges"", ""Days from A/c Open for Main.SC""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":0,\""title\"":\""Days from A/c Open for Main.SC\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/DaysfromA/cOpenforMain.SC.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Days from A/c Open for Main.SC_FC"",validations: ""Optional"",id: ""782255e0-414c-40ff-b58a-27fef594b26d"",attributeDetails.attributeDetails.size: [3],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.068275000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Days from A/c Open for Main.SC""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""SC Funds Utilization Sequence"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.966255000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""BOSA\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Service Charges"", ""Service Charges"", ""SC Funds Utilization Sequence""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""BOSA\"",\""title\"":\""SC Funds Utilization Sequence\"",\""type\"":\""string\"",\""enum\"":[\""B - Funds from available balance excluding OD limit/lines\"",\""A - Funds from advance against unclear funds\"",\""O - Funds from OD Limit\"",\""S - Funds from Sweep-in\"",\""BOSA\""],\""$id\"":\""https://fyndna.com/SCFundsUtilizationSequence.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""SC Funds Utilization Sequence_FC"",validations: ""Optional"",id: ""eaa0c27f-b90a-42d7-adc0-db67bc0a7323"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:27.073791000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""B - Funds from available balance excluding OD limit/lines\"",\""A - Funds from advance against unclear funds\"",\""O - Funds from OD Limit\"",\""S - Funds from Sweep-in\"",\""BOSA\""]"",name: ""SC Funds Utilization Sequence""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Min.Bal to Avoid Dormancy SC"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.969902000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""10000"",path: [""Service Charges"", ""Service Charges"", ""Min.Bal to Avoid Dormancy SC""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":10000,\""title\"":\""Min.Bal to Avoid Dormancy SC\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/Min.BaltoAvoidDormancySC.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Min.Bal to Avoid Dormancy SC_FC"",validations: ""Optional"",id: ""303b1ba6-efa8-4d7e-b948-e64a76688678"",attributeDetails.attributeDetails.size: [13, 2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.079368000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Min.Bal to Avoid Dormancy SC""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Max Amount per cycle"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.972695000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""100000"",path: [""Service Charges"", ""Service Charges"", ""Max Amount per cycle""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":100000,\""title\"":\""Max Amount per cycle\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/MaxAmountpercycle.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Max Amount per cycle_FC"",validations: ""Optional"",id: ""befebe6a-5ecd-44b8-8a71-bf5bb69519ba"",attributeDetails.attributeDetails.size: [13, 2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.085166000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Max Amount per cycle""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Min Amount per cycle"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.975569000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""5000"",path: [""Service Charges"", ""Service Charges"", ""Min Amount per cycle""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":5000,\""title\"":\""Min Amount per cycle\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/MinAmountpercycle.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Min Amount per cycle_FC"",validations: ""Optional"",id: ""59bb58cb-f041-43ec-8509-e23956ebe4a4"",attributeDetails.attributeDetails.size: [13, 2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.090657000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Min Amount per cycle""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Exclude Periodic Charges and Rewards from Interest Calculations"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.978320000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.defaultValue: ""true"",attributeDetails.attributeDetails.mandatory: ""Optional"",path: [""Service Charges"", ""Service Charges"", ""Exclude Periodic Charges and Rewards from Interest Calculations""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":true,\""title\"":\""Exclude Periodic Charges and Rewards from Interest Calculations\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/ExcludePeriodicChargesandRewardsfromInterestCalculations.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Exclude Periodic Charges and Rewards from Interest Calculations_FC"",validations: ""Any one value should be selected"",id: ""84da7cdb-a5e7-4d41-84df-150dcf1d15bf"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",updatedOn: ""2023-11-09T09:43:08.946454000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Exclude Periodic Charges and Rewards from Interest Calculations""})",[]
